FilmID,Title,ReleaseDate,DirectorID,GenreID,RunTimeMinutes,OscarWins
568,Magnum Force,25/12/1973,443,4,124,0
570,Robin Hood,08/11/1973,287,11,83,0
572,The Godfather,24/03/1972,219,14,177,3
573,The Poseidon Adventure,12/12/1972,288,25,117,1
576,Deliverance,30/07/1972,289,9,110,0
578,Cabaret,13/02/1972,290,20,124,8
582,Fiddler on the Roof,03/11/1971,234,20,179,3
583,The French Connection,09/10/1971,284,14,104,5
584,Dirty Harry,23/12/1971,291,9,102,0
588,A Clockwork Orange,19/12/1971,292,2,136,0
589,Bedknobs and Broomsticks,07/10/1971,293,8,117,1
590,Love Story,16/12/1970,273,6,100,1
591,Airport,05/03/1970,294,25,137,1
592,MASH,25/01/1970,295,7,116,1
593,Patton,02/04/1970,285,19,170,7
598,Tora! Tora! Tora!,23/09/1970,297,5,144,1
600,Butch Cassidy and the Sundance Kid,24/10/1969,283,1,110,4
601,Midnight Cowboy,25/05/1969,298,2,113,3
602,Easy Rider,14/07/1969,299,2,95,0
605,Paint Your Wagon,15/10/1969,300,20,154,0
606,True Grit,11/06/1969,301,1,128,1
609,2001: A Space Odyssey,03/04/1968,292,3,142,1
611,The Love Bug,24/12/1968,293,7,108,0
612,The Odd Couple,02/05/1968,302,7,105,0
613,Bullitt,17/10/1968,271,14,113,1
614,Romeo and Juliet,08/10/1968,303,6,138,2
615,Oliver!,26/09/1968,304,20,153,5
617,Planet of the Apes,03/04/1968,285,3,112,0
618,The Graduate,21/12/1967,306,7,105,1
619,The Jungle Book,18/10/1967,287,11,78,0
621,Bonnie and Clyde,13/08/1967,307,14,111,2
622,The Dirty Dozen,15/06/1967,282,5,150,1
627,Night of the Living Dead,01/10/1968,269,10,96,0
633,"The Good, the Bad and the Ugly",15/12/1966,308,1,177,0
636,Grand Prix,21/12/1966,309,22,179,3
638,The Sound of Music,02/03/1965,89,20,174,5
639,Doctor Zhivago,22/12/1965,310,6,193,5
644,What's New Pussycat?,22/06/1965,311,7,108,0
646,Von Ryan's Express,23/06/1965,281,5,117,0
647,Mary Poppins,27/08/1964,293,20,139,5
648,My Fair Lady,09/11/1964,312,20,170,8
650,A Fistful of Dollars,12/09/1964,308,1,99,0
652,A Shot in the Dark,23/06/1964,263,7,102,0
653,A Hard Day's Night,06/07/1964,313,20,87,0
655,Cleopatra,12/06/1963,314,13,248,4
656,How the West Was Won,20/02/1963,315,1,164,3
657,"It's a Mad, Mad, Mad, Mad World",07/11/1963,316,7,210,1
660,The Sword in the Stone,25/12/1963,287,11,79,0
662,The Birds,28/03/1963,317,10,119,0
664,Lawrence of Arabia,10/12/1962,310,19,222,7
665,The Longest Day,25/09/1962,318,5,178,2
669,Mutiny on the Bounty,08/11/1962,319,13,185,0
670,To Kill a Mockingbird,25/12/1962,320,2,129,3
674,West Side Story,18/10/1961,89,20,152,10
675,The Guns of Navarone,27/04/1961,321,5,158,1
676,El Cid,06/12/1961,322,13,184,0
677,The Absent-Minded Professor,16/03/1961,293,7,97,0
678,The Parent Trap,21/06/1961,323,7,128,0
679,La Dolce Vita,05/02/1960,324,7,174,1
682,One Hundred and One Dalmatians,25/01/1961,287,11,79,0
684,Spartacus,07/10/1960,292,13,184,4
685,Psycho,16/06/1960,317,10,109,0
687,Swiss Family Robinson,21/12/1960,318,8,126,0
688,The Alamo,24/10/1960,325,5,167,1
691,Ocean's 11,10/08/1960,319,7,127,0
694,Ben-Hur,18/11/1959,326,2,212,11
695,Sleeping Beauty,29/01/1959,287,11,75,0
696,North by Northwest,28/07/1959,317,9,136,0
697,Some Like It Hot,29/03/1959,327,27,121,1
702,Rio Bravo,18/03/1959,328,1,141,0
704,South Pacific,19/03/1958,300,20,171,1
706,Cat on a Hot Tin Roof,20/09/1958,329,2,107,0
709,The Vikings,28/06/1958,297,8,116,0
710,Vertigo,09/05/1958,317,9,128,0
714,The Bridge on the River Kwai,02/10/1957,310,5,161,7
717,Old Yeller,25/12/1957,293,2,83,0
721,A Farewell to Arms,14/12/1957,330,2,152,0
722,Gunfight at the O.K. Corral,30/05/1957,331,1,122,0
724,The Ten Commandments,05/10/1956,127,12,220,1
726,War and Peace,21/08/1956,332,2,208,0
727,The King and I,28/06/1956,333,20,133,5
728,The Searchers,13/03/1956,315,1,119,0
731,High Society,17/07/1956,334,20,111,0
736,Oklahoma!,11/10/1955,335,20,145,2
737,Guys and Dolls,03/11/1955,314,20,150,0
738,Lady and the Tramp,22/06/1955,336,11,75,0
744,"20,000 Leagues Under the Sea",23/12/1954,297,8,127,2
753,The Robe,16/09/1953,337,2,135,2
754,From Here to Eternity,05/08/1953,335,2,118,8
755,Shane,23/04/1953,338,1,118,1
757,Peter Pan,05/02/1953,336,11,76,0
761,Gentlemen Prefer Blondes,15/07/1953,328,20,91,0
766,Ivanhoe,31/07/1952,339,8,106,0
767,Singin' in the Rain,11/04/1952,340,20,103,0
769,Moulin Rouge,23/12/1952,252,2,119,2
774,Alice in Wonderland,26/06/1951,336,11,75,0
776,A Streetcar Named Desire,18/09/1951,341,2,122,4
779,The African Queen,23/12/1951,252,8,105,1
781,Strangers on a Train,30/06/1951,317,9,101,0
783,Cinderella,04/03/1950,336,11,75,0
784,King Solomon's Mines,24/11/1950,342,8,103,2
785,Annie Get Your Gun,17/05/1950,334,20,107,1
796,Sands of Iwo Jima,14/12/1949,138,5,100,0
853,For Whom the Bell Tolls,14/07/1943,344,5,170,1
858,Casablanca,26/11/1942,345,2,102,3
885,The Great Dictator,15/10/1940,348,7,124,0
887,The Grapes of Wrath,24/01/1940,315,2,129,2
893,Gone with the Wind,15/12/1939,349,6,221,8
899,"Goodbye, Mr. Chips",15/05/1939,126,2,114,1
900,The Wizard of Oz,25/08/1939,349,12,101,2
911,Angels with Dirty Faces,26/11/1938,345,14,97,0
913,Snow White and the Seven Dwarfs,21/12/1937,351,11,83,0
941,Anna Karenina,30/08/1935,354,2,95,0
972,Frankenstein,21/11/1931,356,10,71,0
977,Dracula,12/02/1931,357,10,85,0
982,All Quiet on the Western Front,21/04/1930,319,5,152,2
1063,The Kid,21/01/1921,348,7,68,0
1120,Star Wars: The Force Awakens,17/12/2015,44,3,136,0
1121,Jurassic World,12/06/2015,148,8,124,0
1122,Furious 7,03/04/2015,147,4,137,0
1123,Avengers: Age of Ultron,01/05/2015,86,4,141,0
1124,Minions,11/06/2015,141,11,91,0
1125,Spectre,26/10/2015,61,9,148,1
1126,Inside Out,19/06/2015,46,11,94,1
1127,Mission: Impossible - Rogue Nation,31/07/2015,146,4,131,0
1128,The Hunger Games: Mockingjay - Part 2,20/11/2015,23,3,137,0
1129,The Martian,02/10/2015,51,3,141,0
1130,Captain America: Civil War,06/05/2016,132,4,147,0
1131,Finding Dory,17/06/2016,170,11,97,0
1132,Zootopia,04/04/2016,178,11,108,0
1133,The Jungle Book,15/04/2016,160,8,105,0
1134,Batman v Superman: Dawn of Justice,25/03/2016,76,4,151,0
1135,The Secret Life of Pets,08/07/2016,179,11,87,0
1136,Deadpool,12/02/2016,180,4,108,0
1137,Suicide Squad,05/08/2016,181,4,123,0
1138,The Mermaid,08/02/2016,182,12,94,0
1139,X-Men: Apocalypse,09/05/2016,14,4,144,0
1140,Doctor Strange,04/11/2016,183,4,115,0
1141,City of God,30/08/2002,185,14,130,0
1142,The Parent Trap,29/07/1998,188,7,128,0
1143,Captain Blood,28/12/1935,345,8,119,0
1144,The Adventures of Robin Hood,14/05/1938,345,8,102,3
1145,The Charge of the Light Brigade,20/10/1936,345,8,115,1
1146,The Hound of the Baskervilles,24/03/1939,346,18,81,0
1147,The Adventures of Sherlock Holmes,01/09/1939,347,18,81,0
1148,Mutiny on the Bounty,08/11/1935,350,2,132,1
1149,The Misfits,01/02/1961,252,2,125,0
1150,Lolita,13/06/1962,292,2,152,0
1151,The 39 Steps,06/06/1935,317,9,86,0
1152,Citizen Kane,01/05/1941,352,2,119,1
1153,Metropolis,10/01/1927,353,3,153,0
1154,Anna Karenina,22/01/1948,355,2,139,0
1155,Scarface,09/04/1932,328,14,95,0
1156,The Public Enemy,23/04/1931,358,14,83,0
1157,It's a Wonderful Life,20/12/1946,359,12,130,0
1158,Mr. Smith Goes to Washington,17/10/1939,359,7,129,1
1159,Brief Encounter,26/11/1945,310,6,86,0
1160,The Killers,28/08/1946,360,14,103,0
1161,The Seventh Veil,18/10/1945,342,14,94,1
1162,Great Expectations,26/12/1946,310,2,113,2
1163,Miracle on 34th Street,02/05/1947,294,7,96,3
1164,Hamlet,04/05/1948,361,2,155,4
1165,Joan of Arc,11/11/1948,349,19,145,2
1166,The Three Musketeers,20/10/1948,362,8,125,0
1167,The Big Boss,03/10/1971,363,17,110,0
1168,Fist of Fury,22/03/1972,363,17,108,0
1169,Way of the Dragon,30/12/1972,364,17,100,0
1170,Game of Death,23/03/1978,365,17,85,0
1171,Enter the Dragon,26/07/1973,365,17,102,0
1172,Monty Python and the Holy Grail,09/04/1975,256,7,92,0
1173,Monty Python's Life of Brian,17/08/1979,366,7,93,0
1174,Drunken Master,05/10/1978,367,17,110,0
1175,Half a Loaf of Kung Fu,01/07/1978,368,17,98,0
1176,Snake and Crane Arts of Shaolin,08/03/1978,368,17,93,0
1177,The Fearless Hyena,17/02/1979,369,17,97,0
1178,Snake in the Eagle's Shadow,01/03/1978,367,17,98,0
1179,Spiritual Kung Fu,23/11/1978,363,17,97,0
1180,Dragon Fist,21/04/1979,363,17,93,0
1181,Magnificent Bodyguards,27/04/1978,363,17,78,0
1182,The Young Master,09/02/1980,369,17,106,0
1183,Project A,22/12/1983,369,17,106,0
1184,Wheels on Meals,17/08/1984,118,17,104,0
1185,Cannonball Run II,29/06/1984,254,7,108,0
1186,Police Story,14/12/1985,369,17,101,0
1187,Winners and Sinners,07/07/1983,118,17,101,0
1188,My Lucky Stars,10/02/1985,118,17,96,0
1189,"Twinkle, Twinkle Lucky Stars",15/08/1985,118,17,90,0
1190,Armour of God,21/01/1987,369,17,97,0
1191,Project A Part II,19/08/1987,369,17,106,0
1192,Police Story 2,20/08/1988,369,17,101,0
1193,Dragons Forever,11/02/1988,118,17,94,0
1194,Armour of God II: Operation Condor,07/02/1991,369,17,106,0
1195,Police Story 3: Super Cop,04/07/1992,114,17,95,0
1196,Once Upon a Time in China,15/08/1991,370,17,134,0
1197,Twin Dragons,15/01/1992,370,17,104,0
1198,Once Upon a Time in China II,16/04/1992,370,17,113,0
1199,Once Upon a Time in China III,11/02/1993,370,17,105,0
1200,Fong Sai-yuk,04/03/1993,371,17,106,0
1201,Fong Sai-yuk II,30/07/1993,371,17,96,0
1202,Fist of Legend,22/12/1994,372,17,103,0
1203,Romeo Must Die,22/03/2000,373,4,115,0
1204,The One,02/11/2001,374,3,87,0
1205,Kiss of the Dragon,06/07/2001,375,4,98,0
1206,Cradle 2 the Grave,28/02/2003,373,4,101,0
1207,Unleashed,02/02/2005,376,17,102,0
1208,Fearless,26/01/2006,377,17,105,0
1209,The Warlords,12/12/2007,378,5,127,0
1210,Dragon,13/05/2011,378,17,116,0
1211,The Forbidden Kingdom,18/04/2008,379,17,104,0
1212,The Mummy: Tomb of the Dragon Emperor,01/08/2008,32,8,111,0
1213,The Expendables,03/08/2010,242,4,103,0
1214,The Expendables 2,13/08/2012,380,4,103,0
1215,The Expendables 3,04/08/2014,381,4,126,0
1216,The Incredible Hulk,08/06/2008,376,4,112,0
1217,Now You See Me,21/05/2013,376,18,115,0
1218,Clash of the Titans,02/04/2010,376,8,106,0
1219,Clash of the Titans,12/06/1981,382,8,118,0
1220,The Transporter,02/10/2002,376,4,92,0
1221,Transporter 2,03/08/2005,376,4,88,0
1222,Zu Warriors from the Magic Mountain,05/02/1983,370,8,98,0
1223,A Better Tomorrow,02/08/1986,45,4,95,0
1224,A Better Tomorrow II,17/12/1987,45,4,104,0
1225,The Master,28/05/1992,370,17,92,0
1226,A Better Tomorrow III,20/10/1989,370,4,145,0
1227,The Killer,06/07/1989,45,4,110,0
1228,Seven Swords,29/07/2005,370,17,153,0
1229,Detective Dee and the Mystery of the Phantom Flame,29/09/2010,370,8,122,0
1230,Flying Swords of Dragon Gate,15/12/2011,370,17,125,0
1231,Young Detective Dee: Rise of the Sea Dragon,28/09/2013,370,8,133,0
1232,Hard Boiled,16/04/1992,45,4,128,0
1233,Hard Target,20/08/1993,45,4,97,0
1234,Broken Arrow,09/02/1996,45,4,108,0
1235,Face/Off,27/06/1997,45,4,139,0
1236,Paycheck,25/12/2003,45,3,119,0
1237,Red Cliff,10/07/2008,45,5,146,0
1238,Red Cliff II,07/01/2009,45,5,142,0
1239,The Raid,08/09/2011,384,17,101,0
1240,Merantau,06/08/2009,384,17,135,0
1241,The Raid 2,21/01/2014,384,17,150,0
1242,Ong-Bak,21/01/2003,385,17,108,0
1243,Ong-Bak 2,04/12/2008,387,17,98,0
1244,Ong-Bak 3,05/05/2010,387,17,95,0
1245,Warrior King,11/08/2005,385,17,110,0
1246,Warrior King 2,23/10/2013,385,17,103,0
1247,Ip Man,18/12/2008,388,17,108,0
1248,Ip Man 2,29/04/2010,388,17,109,0
1249,Ip Man 3,16/12/2015,388,17,105,0
1250,Iron Monkey,03/09/1993,367,17,90,0
1251,"Crouching Tiger, Hidden Dragon: Sword of Destiny",18/02/2016,367,17,105,0
1252,Dragon Tiger Gate,28/07/2006,388,17,96,0
1253,Rashomon,25/08/1950,122,2,88,0
1254,Ikiru,09/10/1952,122,2,143,0
1255,Throne of Blood,15/01/1957,122,2,110,0
1256,The Hidden Fortress,28/12/1958,122,8,139,0
1257,Yojimbo,25/04/1961,122,4,110,0
1258,Sanjuro,01/01/1962,122,4,95,0
1259,47 Ronin,22/10/1994,389,4,132,0
1260,47 Samurai,03/11/1962,390,4,207,0
1261,47 Ronin,06/12/2013,391,4,127,0
1262,The Tale of Osaka Castle,03/01/1961,390,4,95,0
1263,Whirlwind,03/01/1964,390,4,108,0
1264,Samurai Saga,28/04/1959,390,4,111,0
1265,Nippon tanjo,01/01/1959,390,12,182,0
1266,Samurai I: Musashi Miyamoto,26/09/1954,390,4,93,0
1267,Samurai II: Duel at Ichijoji Temple,12/07/1955,390,4,103,0
1268,Samurai III: Duel at Ganryu Island,03/01/1956,390,4,105,0
1269,Ichi the Killer,14/09/2001,392,14,128,0
1270,13 Assassins,25/09/2010,392,4,125,0
1271,Hara-Kiri: Death of a Samurai,19/05/2011,392,2,126,0
1272,Zatoichi,02/09/2003,393,4,116,0
1273,Thor,17/04/2011,394,4,114,0
1274,Battleship,03/04/2012,167,4,131,0
1275,The Kingdom,22/08/2007,167,9,109,0
1276,Lone Survivor,12/11/2013,167,5,121,0
1277,Deepwater Horizon,13/09/2016,167,25,107,0
1278,Boiling Point,15/09/1990,393,14,96,0
1279,Outrage,17/05/2010,393,14,109,0
1280,Beyond Outrage,02/09/2012,393,14,112,0
1281,Battle Royale,16/12/2000,395,4,113,0
1282,The Fall of Ako Castle,28/10/1978,395,4,158,0
1283,Shogun's Samurai,21/01/1978,395,4,130,0
1284,Samurai Reincarnation,06/06/1981,395,4,122,0
1285,The Fast and the Furious: Tokyo Drift,04/06/2006,142,4,104,0
1286,The Bushido Blade,20/11/1981,396,4,104,0
1287,When the Last Sword Is Drawn,04/11/2002,397,2,137,0
1288,Departures,23/08/2008,397,2,130,1
1289,The Twilight Samurai,02/11/2002,398,2,129,0
1290,The Hidden Blade,30/10/2004,398,2,132,0
1291,Love and Honor,20/10/2006,398,2,118,0
1292,Lone Wolf and Cub: Sword of Vengeance,01/04/1972,399,8,83,0
1293,Lone Wolf and Cub: Baby Cart at the River Styx,27/04/1972,399,8,85,0
1294,Lone Wolf and Cub: Baby Cart to Hades,02/09/1972,399,8,89,0
1295,Lone Wolf and Cub: Baby Cart in Peril,01/11/1972,400,8,81,0
1296,Lone Wolf and Cub: Baby Cart in the Land of Demons,11/08/1973,399,8,89,0
1297,Lone Wolf and Cub: White Heaven in Hell,24/04/1974,401,8,84,0
1298,Godzilla,03/11/1954,402,4,96,0
1299,King Kong vs. Godzilla,11/08/1962,402,4,97,0
1300,Mothra vs. Godzilla,29/04/1964,402,4,88,0
1301,District 13,10/11/2004,403,4,86,0
1302,District 13: Ultimatum,18/02/2009,404,4,106,0
1303,Taken,27/02/2008,403,9,90,0
1304,From Paris with Love,05/02/2010,403,9,92,0
1305,The Gunman,20/03/2015,403,9,115,0
1306,Mesrine Part 1: Killer Instinct,22/10/2008,405,14,113,0
1307,Mesrine Part 2: Public Enemy Number 1,19/11/2008,405,14,133,0
1308,Assault on Precinct 13,19/01/2005,405,9,109,0
1309,A Prophet,16/05/2009,406,14,155,0
1310,Kung Fu Hustle,14/09/2004,182,17,98,0
1311,This Is England,12/09/2006,407,2,102,0
1312,A Room for Romeo Brass,23/08/1999,407,2,90,0
1313,Once Upon a Time in the Midlands,06/09/2002,407,27,104,0
1314,Dead Man's Shoes,01/10/2004,407,9,90,0
1315,The League of Gentlemen's Apocalypse,03/06/2005,408,7,92,0
1316,Down Terrace,21/09/2009,409,14,93,0
1317,Kill List,12/03/2011,409,9,95,0
1318,Sightseers,23/05/2012,409,7,85,0
1319,A Field in England,05/07/2013,409,9,91,0
1320,High-Rise,13/09/2015,409,3,119,0
1321,Free Fire,08/09/2016,409,7,90,0
1322,Momentum,16/10/2015,410,9,96,0
1323,District 9,13/08/2009,411,3,112,0
1324,Elysium,07/08/2013,411,3,109,0
1325,Chappie,04/03/2015,411,3,120,0
1326,Slumdog Millionaire,30/08/2008,108,2,120,8
1327,The Best Exotic Marigold Hotel,30/11/2011,195,7,124,0
1328,The Second Best Exotic Marigold Hotel,26/02/2015,195,7,122,0
1329,John Carter,07/03/2012,170,3,132,0
1330,Ironclad,04/03/2011,412,13,121,0
1331,Solomon Kane,23/12/2009,413,8,104,0
1332,A Knight's Tale,11/05/2001,414,8,132,0
1333,Shallow Grave,17/05/1994,108,14,92,0
1334,A Life Less Ordinary,24/10/1997,108,7,103,0
1335,28 Weeks Later,26/04/2007,415,10,100,0
1336,127 Hours,04/09/2010,108,19,93,0
1337,Trance,19/03/2013,108,14,101,0
1338,Steve Jobs,05/09/2015,108,19,122,0
1339,Life of Pi,28/09/2012,8,8,127,4
1340,Terminator Genisys,22/06/2015,144,3,126,0
1341,Maggie,22/04/2015,416,10,95,0
1342,Sabotage,19/03/2014,181,14,109,0
1343,Escape Plan,09/10/2013,417,4,115,0
1344,The Last Stand,18/01/2013,418,4,107,0
1345,Terminator Salvation,21/05/2009,419,3,115,0
1346,Collateral Damage,04/02/2002,83,4,108,0
1347,The 6th Day,28/10/2000,47,3,124,0
1348,End of Days,16/11/1999,420,10,123,0
1349,Batman & Robin,20/06/1997,204,4,125,0
1350,Jingle All the Way,16/11/1996,208,26,89,0
1351,Junior,23/11/1994,94,7,109,0
1352,Total Recall,03/08/2012,49,3,118,0
1353,True Grit,22/12/2010,5,1,110,0
1354,Red Heat,14/06/1988,250,4,103,0
1355,Predator,12/06/1987,58,3,107,0
1356,Raw Deal,06/06/1986,421,4,107,0
1357,Commando,04/10/1985,422,4,90,0
1358,X-Men: The Last Stand,25/05/2006,57,4,104,0
1359,Red Sonja,03/07/1985,297,12,89,0
1360,Conan the Destroyer,29/06/1984,297,12,101,0
1361,Conan the Barbarian,16/03/1982,423,12,129,0
1362,Conan the Barbarian,11/08/2011,424,12,113,0
1363,Pumping Iron,18/01/1977,425,24,85,0
1364,Hercules in New York,16/12/1969,426,7,91,0
1365,3 Days to Kill,12/02/2014,419,9,117,0
1366,This Means War,17/02/2012,419,4,97,0
1367,We Are Marshall,22/12/2006,419,2,131,0
1368,X-Men: First Class,25/05/2011,427,4,132,0
1369,Charlie's Angels,03/11/2000,419,4,98,0
1370,Charlie's Angels: Full Throttle,27/06/2003,419,4,106,0
1371,Kingsman: The Secret Service,13/12/2014,427,4,129,0
1372,Kick-Ass,26/03/2010,427,4,117,0
1373,Stardust,10/08/2007,427,12,127,0
1374,Layer Cake,01/10/2004,427,14,105,0
1375,Underworld,19/09/2003,49,4,121,0
1376,Underworld: Evolution,20/01/2006,49,4,106,0
1377,For a Few Dollars More,18/11/1965,308,1,132,0
1378,Once Upon a Time in the West,21/12/1968,308,1,165,0
1379,Once Upon a Time in America,23/05/1984,308,14,229,0
1380,Underworld: Rise of the Lycans,23/01/2009,428,4,92,0
1381,Underworld: Awakening,20/01/2012,429,4,89,0
1382,Underworld: Blood Wars,24/11/2016,430,4,91,0
1383,Stargate,28/10/1994,42,3,128,0
1384,Under Siege,09/10/1992,83,4,103,0
1385,Bridge of Spies,04/10/2015,4,9,141,1
1386,Duel,13/11/1971,4,9,89,0
1387,Empire of the Sun,11/12/1987,4,5,154,0
1388,Amistad,10/12/1997,4,13,154,0
1389,A.I. Artificial Intelligence,29/06/2001,4,3,146,0
1390,Catch Me If You Can,25/12/2002,4,19,141,0
1391,The Terminal,18/06/2004,4,7,128,0
1392,Lincoln,08/10/2012,4,19,150,2
1393,Abraham Lincoln: Vampire Hunter,18/06/2012,119,13,105,0
1394,The BFG,14/05/2016,4,26,117,0
1395,Day Watch,01/01/2006,119,12,131,0
1396,Unbroken,17/11/2014,431,19,137,0
1397,Inside Llewyn Davis,19/05/2013,5,2,105,0
1398,Burn After Reading,27/08/2008,5,7,96,0
1399,No Country for Old Men,19/05/2007,5,14,122,4
1400,The Ladykillers,26/03/2004,5,7,104,0
1401,The Ladykillers,08/12/1955,432,7,97,0
1402,The Big Lebowski,06/03/1998,5,7,117,0
1403,Miller's Crossing,21/09/1990,5,14,115,0
1404,Outland,22/05/1981,420,3,109,0
1405,Outlander,11/07/2008,433,3,115,0
1406,Timecop,16/09/1994,420,3,98,0
1407,Kung Fu Panda 3,23/01/2016,154,11,95,0
1408,Universal Soldier,10/07/1992,42,3,102,0
1409,Double Impact,09/08/1991,435,4,107,0
1410,Death Warrant,14/09/1990,436,4,89,0
1411,Kickboxer,08/09/1989,437,17,103,0
1412,Cyborg,07/04/1989,438,3,82,0
1413,Bloodsport,26/02/1988,439,17,92,0
1414,Brooklyn's Finest,16/01/2009,440,14,132,0
1415,Full Metal Jacket,17/06/1987,292,5,116,0
1416,Eyes Wide Shut,16/07/1999,292,2,159,0
1417,The Shining,23/05/1980,292,10,146,0
1418,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,29/01/1964,292,7,94,0
1419,Paths of Glory,25/12/1957,292,5,88,0
1420,The Treasure of the Sierra Madre,06/01/1948,252,1,126,3
1421,Key Largo,16/07/1948,252,14,101,1
1422,The Unforgiven,06/04/1960,252,1,125,0
1423,Unforgiven,03/08/1992,10,1,131,4
1424,The Big Sleep,23/08/1946,328,14,116,0
1425,A Fistful of Dynamite,29/10/1971,308,1,157,0
1426,To Have and Have Not,11/10/1944,328,6,100,0
1427,Murder on the Orient Express,24/11/1974,277,14,131,1
1428,The Shootist,20/08/1976,291,1,100,0
1429,Flash Gordon,05/12/1980,441,3,114,0
1430,Unforgiven,06/09/2013,442,1,135,0
1431,Hang 'Em High,03/08/1968,443,1,114,0
1432,Coogan's Bluff,02/10/1968,291,4,93,0
1433,Where Eagles Dare,04/12/1968,444,5,155,0
1434,Kelly's Heroes,23/06/1970,444,5,146,0
1436,The Outlaw Josey Wales,30/06/1976,10,1,135,0
1437,Heartbreak Ridge,05/12/1986,10,5,130,0
1438,The Dead Pool,13/07/1988,259,9,91,0
1439,Space Cowboys,01/08/2000,10,9,130,0
1440,Gran Torino,12/12/2008,10,2,116,0
1441,Invictus,11/12/2009,10,22,133,0
1442,American Sniper,11/11/2014,10,19,132,1
1443,Sully,02/09/2016,10,19,96,0
1444,J. Edgar,03/11/2011,10,19,137,0
1445,Changeling,24/10/2008,10,19,141,0
1446,Blade: Trinity,08/12/2004,445,4,113,0
1447,U.S. Marshals,06/03/1998,77,9,131,0
1448,Drop Zone,09/12/1994,236,4,101,0
1449,Demolition Man,08/10/1993,446,4,115,0
1450,Passenger 57,06/11/1992,447,4,84,0
1451,The Princess Bride,25/09/1987,217,12,98,0
1452,The Long Riders,16/05/1980,250,1,99,0
1453,The Wild Bunch,18/06/1969,448,1,143,0
1454,American History X,30/10/1998,449,2,119,0
1455,Convoy,28/06/1978,448,4,112,0
1456,Cross of Iron,28/01/1977,448,5,133,0
1457,The Getaway,13/12/1972,448,14,122,0
1458,Straw Dogs,29/12/1971,448,9,117,0
1459,Judgment at Nuremberg,19/12/1961,316,2,179,2
1460,The Great Escape,20/06/1963,331,5,172,0
1461,Zulu,22/01/1964,450,13,139,0
1462,Lucky Number Slevin,24/02/2006,451,14,110,0
1463,Star Trek Beyond,07/07/2016,142,3,122,0
1464,Star Trek Into Darkness,23/04/2013,44,3,133,0
1465,Star Trek,07/04/2009,44,3,127,1
1466,RoboCop,17/07/1987,72,3,101,0
1467,RoboCop,12/02/2014,452,3,118,0
1468,Clerks,19/10/1994,453,7,92,0
1469,Mallrats,20/10/1995,453,7,94,0
1470,Chasing Amy,04/04/1997,453,27,113,0
1471,Dogma,21/05/1999,453,7,128,0
1472,Bronson,17/10/2008,454,14,92,0
1473,Drive,20/05/2011,454,14,100,0
1474,Only God Forgives,22/05/2013,454,9,90,0
